seed_model,trial,true_cls,target_t1,target_t3,donor_t1,c2_t3,agree,bl_correct_t1,bl_correct_t3,c2_correct_t1,c2_correct_t3
5,157,1,1,0,0,0,0,1,0,1,0
5,158,1,1,1,0,0,0,1,1,1,0
5,159,2,2,2,2,2,1,1,1,1,1
5,160,3,3,3,3,3,1,1,1,1,1
5,161,0,1,1,2,1,0,0,0,0,0
5,162,2,3,1,3,1,1,0,0,0,0
5,163,2,2,1,2,2,1,1,0,1,1
5,164,1,1,1,3,1,0,1,1,1,1
5,165,0,0,0,0,0,1,1,1,1,1
5,166,0,0,0,0,0,1,1,1,1,1
5,167,2,1,2,2,1,0,0,1,0,0
5,168,0,0,0,0,0,1,1,1,1,1
5,169,2,3,2,3,1,1,0,1,0,0
5,170,1,1,1,1,1,1,1,1,1,1
5,171,1,1,1,1,1,1,1,1,1,1
5,172,4,3,3,4,0,0,0,0,0,0
5,173,1,1,1,0,1,0,1,1,1,1
5,174,3,3,3,3,3,1,1,1,1,1
5,175,4,4,4,4,4,1,1,1,1,1
5,176,1,1,1,1,1,1,1,1,1,1
5,177,0,0,0,0,0,1,1,1,1,1
5,178,3,3,3,0,0,0,1,1,1,0
5,179,4,4,4,4,4,1,1,1,1,1
5,180,0,0,0,0,0,1,1,1,1,1
5,181,2,2,2,2,2,1,1,1,1,1
5,182,0,0,0,0,0,1,1,1,1,1
5,183,1,1,1,1,1,1,1,1,1,1
5,184,3,3,3,3,3,1,1,1,1,1
5,185,2,2,2,2,2,1,1,1,1,1
5,186,2,3,3,3,3,1,0,0,0,0
5,187,2,1,2,2,1,0,0,1,0,0
5,188,2,1,2,2,1,0,0,1,0,0
5,189,1,1,1,2,4,0,1,1,1,0
5,190,4,0,4,4,0,0,0,1,0,0
5,191,4,0,4,4,0,0,0,1,0,0
5,192,4,4,4,2,4,0,1,1,1,1
5,193,2,1,2,2,1,0,0,1,0,0
5,194,4,0,0,4,0,0,0,0,0,0
5,195,4,4,4,4,4,1,1,1,1,1
5,196,0,0,4,0,0,1,1,0,1,1
5,197,4,4,4,4,4,1,1,1,1,1
5,198,4,0,4,0,0,1,0,1,0,0
5,199,1,1,4,0,0,0,1,0,1,0
6,0,4,2,2,2,2,1,0,0,0,0
6,1,1,1,1,1,1,1,1,1,1,1
6,2,4,4,4,2,4,0,1,1,1,1
6,3,0,0,0,0,4,1,1,1,1,0
6,4,1,1,2,1,2,1,1,0,1,0
6,5,0,0,0,0,0,1,1,1,1,1
6,6,4,4,4,4,4,1,1,1,1,1
6,7,2,2,2,2,3,1,1,1,1,0
6,8,4,3,3,4,1,0,0,0,0,0
6,9,0,0,0,0,4,1,1,1,1,0
6,10,0,0,0,0,0,1,1,1,1,1
6,11,1,1,1,1,1,1,1,1,1,1
6,12,4,4,4,4,4,1,1,1,1,1
6,13,4,4,4,4,4,1,1,1,1,1
6,14,3,3,0,3,3,1,1,0,1,1
6,15,1,1,3,1,1,1,1,0,1,1
6,16,1,1,1,1,3,1,1,1,1,0
6,17,0,0,0,4,0,0,1,1,1,1
6,18,1,1,1,1,1,1,1,1,1,1
6,19,4,4,4,4,4,1,1,1,1,1
6,20,4,2,2,4,3,0,0,0,0,0
6,21,4,3,0,4,1,0,0,0,0,0
6,22,4,4,1,4,4,1,1,0,1,1
6,23,1,1,1,1,0,1,1,1,1,0
6,24,4,4,2,4,2,1,1,0,1,0
6,25,2,2,2,3,3,0,1,1,1,0
6,26,0,0,0,0,0,1,1,1,1,1
6,27,2,3,3,3,3,1,0,0,0,0
6,28,0,0,0,0,0,1,1,1,1,1
6,29,3,1,3,3,1,0,0,1,0,0
6,30,1,1,1,1,4,1,1,1,1,0
6,31,4,4,0,4,0,1,1,0,1,0
6,32,3,3,3,3,3,1,1,1,1,1
6,33,1,1,1,1,3,1,1,1,1,0
6,34,1,1,1,1,2,1,1,1,1,0
6,35,0,0,0,0,0,1,1,1,1,1
6,36,1,4,4,4,4,1,0,0,0,0
6,37,1,0,0,0,0,1,0,0,0,0
6,38,3,2,3,3,3,0,0,1,0,1
6,39,1,1,1,2,2,0,1,1,1,0
6,40,3,2,2,2,0,1,0,0,0,0
6,41,2,2,2,2,2,1,1,1,1,1
6,42,3,3,3,3,3,1,1,1,1,1
6,43,4,4,3,4,3,1,1,0,1,0
6,44,1,1,1,1,1,1,1,1,1,1
6,45,0,0,0,0,0,1,1,1,1,1
6,46,1,1,1,1,3,1,1,1,1,0
6,47,1,0,0,1,4,0,0,0,0,0
6,48,4,4,4,4,3,1,1,1,1,0
6,49,2,2,2,3,2,0,1,1,1,1
6,50,3,3,3,3,3,1,1,1,1,1
6,51,1,1,1,1,3,1,1,1,1,0
6,52,2,2,2,2,2,1,1,1,1,1
6,53,0,0,0,0,0,1,1,1,1,1
6,54,2,2,2,2,2,1,1,1,1,1
6,55,1,1,0,1,4,1,1,0,1,0
6,56,0,0,0,0,0,1,1,1,1,1
6,57,3,3,3,3,3,1,1,1,1,1
6,58,2,2,2,2,2,1,1,1,1,1
6,59,0,0,0,0,0,1,1,1,1,1
6,60,3,3,3,3,3,1,1,1,1,1
6,61,2,2,2,2,2,1,1,1,1,1
6,62,2,2,2,2,2,1,1,1,1,1
6,63,2,2,2,2,2,1,1,1,1,1
6,64,1,1,1,1,4,1,1,1,1,0
6,65,0,4,0,0,4,0,0,1,0,0
6,66,0,4,4,0,4,0,0,0,0,0
6,67,1,1,1,1,1,1,1,1,1,1
6,68,2,3,3,3,3,1,0,0,0,0
6,69,4,1,4,0,0,0,0,1,0,0
6,70,4,4,4,4,4,1,1,1,1,1
6,71,1,1,1,1,1,1,1,1,1,1
6,72,0,0,0,0,0,1,1,1,1,1
6,73,2,2,2,2,2,1,1,1,1,1
6,74,2,2,3,3,3,0,1,0,1,0
6,75,2,2,2,2,3,1,1,1,1,0
6,76,0,0,0,0,0,1,1,1,1,1
6,77,2,2,2,2,2,1,1,1,1,1
6,78,2,2,2,3,3,0,1,1,1,0
6,79,4,2,2,2,2,1,0,0,0,0
6,80,0,0,0,0,0,1,1,1,1,1
6,81,2,2,2,3,3,0,1,1,1,0
6,82,2,0,0,2,0,0,0,0,0,0
6,83,2,2,2,2,2,1,1,1,1,1
6,84,2,2,2,2,2,1,1,1,1,1
6,85,4,4,0,1,0,0,1,0,1,0
6,86,1,3,3,1,1,0,0,0,0,1
6,87,1,1,1,1,3,1,1,1,1,0
6,88,3,3,3,3,3,1,1,1,1,1
6,89,0,0,0,0,0,1,1,1,1,1
6,90,0,0,0,0,0,1,1,1,1,1
6,91,4,3,3,3,3,1,0,0,0,0
6,92,0,0,0,0,0,1,1,1,1,1
6,93,4,1,3,4,3,0,0,0,0,0
6,94,4,4,0,4,0,1,1,0,1,0
6,95,1,1,1,1,3,1,1,1,1,0
6,96,2,2,2,2,2,1,1,1,1,1
6,97,2,2,2,2,2,1,1,1,1,1
6,98,4,4,2,4,4,1,1,0,1,1
6,99,2,2,2,2,2,1,1,1,1,1
6,100,0,0,0,0,0,1,1,1,1,1
6,101,1,1,1,1,1,1,1,1,1,1
6,102,2,2,2,2,2,1,1,1,1,1
6,103,3,3,3,3,3,1,1,1,1,1
6,104,3,3,3,3,3,1,1,1,1,1
6,105,4,4,4,4,4,1,1,1,1,1
6,106,0,4,4,4,0,1,0,0,0,1
6,107,4,1,3,4,1,0,0,0,0,0
6,108,4,4,4,4,4,1,1,1,1,1
6,109,3,1,3,3,1,0,0,1,0,0
6,110,1,2,2,1,2,0,0,0,0,0
6,111,1,1,2,2,2,0,1,0,1,0
6,112,1,1,0,1,1,1,1,0,1,1
6,113,0,0,0,0,0,1,1,1,1,1
6,114,0,4,4,0,0,0,0,0,0,1
6,115,2,1,3,1,3,1,0,0,0,0
6,116,0,4,4,0,4,0,0,0,0,0
6,117,3,1,3,3,3,0,0,1,0,1
6,118,1,1,1,1,1,1,1,1,1,1
6,119,3,3,3,3,3,1,1,1,1,1
6,120,3,3,3,4,3,0,1,1,1,1
6,121,4,4,4,4,4,1,1,1,1,1
6,122,4,1,4,4,1,0,0,1,0,0
6,123,0,4,0,4,0,1,0,1,0,1
6,124,4,4,0,4,0,1,1,0,1,0
6,125,3,0,0,3,0,0,0,0,0,0
6,126,2,2,2,4,2,0,1,1,1,1
6,127,1,1,2,2,2,0,1,0,1,0
6,128,3,3,3,3,3,1,1,1,1,1
6,129,4,4,4,4,0,1,1,1,1,0
6,130,4,4,0,4,0,1,1,0,1,0
6,131,3,3,3,3,3,1,1,1,1,1
6,132,0,3,0,0,0,0,0,1,0,1
6,133,1,1,1,1,1,1,1,1,1,1
6,134,3,3,3,3,3,1,1,1,1,1
6,135,0,0,0,0,0,1,1,1,1,1
6,136,1,1,1,1,2,1,1,1,1,0
6,137,2,2,2,2,2,1,1,1,1,1
6,138,3,3,3,3,3,1,1,1,1,1
6,139,1,1,1,1,1,1,1,1,1,1
6,140,4,4,4,4,4,1,1,1,1,1
6,141,2,2,2,2,2,1,1,1,1,1
6,142,3,3,3,3,3,1,1,1,1,1
6,143,0,4,0,0,0,0,0,1,0,1
6,144,2,2,2,2,2,1,1,1,1,1
6,145,1,1,1,1,1,1,1,1,1,1
6,146,0,3,0,1,0,0,0,1,0,1
6,147,3,0,0,3,3,0,0,0,0,1
6,148,1,1,3,1,3,1,1,0,1,0
6,149,3,3,3,4,3,0,1,1,1,1
6,150,2,2,2,2,2,1,1,1,1,1
6,151,1,1,3,0,0,0,1,0,1,0
6,152,1,1,1,1,1,1,1,1,1,1
6,153,0,0,0,0,0,1,1,1,1,1
6,154,0,0,0,0,0,1,1,1,1,1
6,155,2,2,2,2,3,1,1,1,1,0
6,156,1,1,1,1,1,1,1,1,1,1
6,157,0,4,4,0,4,0,0,0,0,0
6,158,4,4,4,4,0,1,1,1,1,0
6,159,1,1,1,1,3,1,1,1,1,0
6,160,1,3,0,1,0,0,0,0,0,0
6,161,0,0,0,0,0,1,1,1,1,1
6,162,4,0,0,4,0,0,0,0,0,0
6,163,1,3,0,1,0,0,0,0,0,0
6,164,4,4,4,4,4,1,1,1,1,1
6,165,0,0,0,0,0,1,1,1,1,1
6,166,3,3,3,3,3,1,1,1,1,1
6,167,2,2,3,3,3,0,1,0,1,0
6,168,2,2,2,2,0,1,1,1,1,0
6,169,4,4,4,4,4,1,1,1,1,1
6,170,3,3,3,3,3,1,1,1,1,1
6,171,0,4,0,0,4,0,0,1,0,0
6,172,4,4,4,4,4,1,1,1,1,1
6,173,2,2,2,3,2,0,1,1,1,1
6,174,4,4,4,4,1,1,1,1,1,0
6,175,1,1,1,3,1,0,1,1,1,1
6,176,4,4,0,4,4,1,1,0,1,1
6,177,1,1,3,1,1,1,1,0,1,1
6,178,1,1,1,1,1,1,1,1,1,1
6,179,1,0,0,1,4,0,0,0,0,0
6,180,2,2,2,2,2,1,1,1,1,1
6,181,3,3,3,3,3,1,1,1,1,1
6,182,2,2,3,3,3,0,1,0,1,0
6,183,3,1,3,4,3,0,0,1,0,1
6,184,1,2,2,2,2,1,0,0,0,0
6,185,3,3,3,3,3,1,1,1,1,1
6,186,1,1,1,1,1,1,1,1,1,1
6,187,0,0,4,0,4,1,1,0,1,0
6,188,0,0,0,0,0,1,1,1,1,1
6,189,2,2,3,3,3,0,1,0,1,0
6,190,4,4,0,0,4,0,1,0,1,1
6,191,2,2,2,3,3,0,1,1,1,0
6,192,3,3,3,3,3,1,1,1,1,1
6,193,1,3,3,3,3,1,0,0,0,0
6,194,0,0,0,0,0,1,1,1,1,1
6,195,0,0,0,0,0,1,1,1,1,1
6,196,2,2,2,3,3,0,1,1,1,0
6,197,0,4,4,0,4,0,0,0,0,0
6,198,2,2,2,2,2,1,1,1,1,1
6,199,2,4,4,1,4,0,0,0,0,0
7,0,0,0,0,0,0,1,1,1,1,1
7,1,0,0,1,1,1,0,1,0,1,0
7,2,1,1,1,1,1,1,1,1,1,1
7,3,4,4,4,4,0,1,1,1,1,0
7,4,2,2,2,4,2,0,1,1,1,1
7,5,0,0,0,1,3,0,1,1,1,0
7,6,0,0,0,0,3,1,1,1,1,0
7,7,3,0,0,0,0,1,0,0,0,0
7,8,4,4,4,4,4,1,1,1,1,1
7,9,0,0,0,0,0,1,1,1,1,1
7,10,0,0,0,2,4,0,1,1,1,0
7,11,3,1,3,3,1,0,0,1,0,0
7,12,1,1,1,1,1,1,1,1,1,1
7,13,1,0,1,0,0,1,0,1,0,0
7,14,2,2,2,2,2,1,1,1,1,1
7,15,1,1,1,1,1,1,1,1,1,1
7,16,3,3,3,0,3,0,1,1,1,1
7,17,2,2,2,3,3,0,1,1,1,0
7,18,0,0,1,1,3,0,1,0,1,0
7,19,0,0,0,1,0,0,1,1,1,1
7,20,3,4,4,2,4,0,0,0,0,0
7,21,2,2,2,2,2,1,1,1,1,1
7,22,1,1,1,1,1,1,1,1,1,1
7,23,4,4,4,0,4,0,1,1,1,1
7,24,2,2,2,2,2,1,1,1,1,1
7,25,3,3,3,0,3,0,1,1,1,1
7,26,1,1,1,1,2,1,1,1,1,0
7,27,2,3,3,2,3,0,0,0,0,0
7,28,2,2,2,2,2,1,1,1,1,1
7,29,2,2,2,2,2,1,1,1,1,1
7,30,0,0,0,0,4,1,1,1,1,0
7,31,0,0,0,1,0,0,1,1,1,1
7,32,4,4,4,4,4,1,1,1,1,1
7,33,2,1,1,1,1,1,0,0,0,0
7,34,1,1,1,1,2,1,1,1,1,0
7,35,3,3,3,3,3,1,1,1,1,1
7,36,4,4,4,2,1,0,1,1,1,0
7,37,2,3,3,1,3,0,0,0,0,0
7,38,0,0,0,1,3,0,1,1,1,0
7,39,3,3,4,3,0,1,1,0,1,0
7,40,4,4,4,4,4,1,1,1,1,1
7,41,2,2,2,2,2,1,1,1,1,1
7,42,1,1,1,0,1,0,1,1,1,1
7,43,3,3,3,3,0,1,1,1,1,0
7,44,0,1,1,2,1,0,0,0,0,0
7,45,1,1,1,1,1,1,1,1,1,1
7,46,1,1,1,1,1,1,1,1,1,1
7,47,4,2,4,0,4,0,0,1,0,1
7,48,1,1,1,1,1,1,1,1,1,1
7,49,3,0,1,3,0,0,0,0,0,0
7,50,3,2,4,0,4,0,0,0,0,0
7,51,0,0,0,1,3,0,1,1,1,0
7,52,4,4,4,0,4,0,1,1,1,1
7,53,4,4,4,4,0,1,1,1,1,0
7,54,0,0,0,0,0,1,1,1,1,1
7,55,1,1,1,1,3,1,1,1,1,0
7,56,0,0,1,1,3,0,1,0,1,0
7,57,1,1,1,1,1,1,1,1,1,1
7,58,2,1,1,2,1,0,0,0,0,0
7,59,4,4,4,4,4,1,1,1,1,1
7,60,0,0,0,1,3,0,1,1,1,0
7,61,4,4,4,0,4,0,1,1,1,1
7,62,0,0,0,2,2,0,1,1,1,0
7,63,0,0,0,0,0,1,1,1,1,1
7,64,0,0,0,0,0,1,1,1,1,1
7,65,0,0,0,0,0,1,1,1,1,1
7,66,3,2,4,0,0,0,0,0,0,0
7,67,3,3,3,0,3,0,1,1,1,1
7,68,0,0,0,0,0,1,1,1,1,1
7,69,4,2,4,4,4,0,0,1,0,1
7,70,2,2,2,2,2,1,1,1,1,1
7,71,1,1,1,1,1,1,1,1,1,1
7,72,0,0,0,1,3,0,1,1,1,0
7,73,0,0,0,0,0,1,1,1,1,1
7,74,0,0,0,0,0,1,1,1,1,1
7,75,4,4,4,4,4,1,1,1,1,1
7,76,1,1,1,1,2,1,1,1,1,0
7,77,1,1,3,1,3,1,1,0,1,0
7,78,4,2,2,0,0,0,0,0,0,0
7,79,3,3,3,3,3,1,1,1,1,1
7,80,0,0,0,1,0,0,1,1,1,1
7,81,4,4,4,0,0,0,1,1,1,0
7,82,1,1,1,1,1,1,1,1,1,1
7,83,0,0,0,1,0,0,1,1,1,1
7,84,3,3,3,3,3,1,1,1,1,1
7,85,4,4,4,4,0,1,1,1,1,0
7,86,0,0,0,2,2,0,1,1,1,0
7,87,4,4,4,0,4,0,1,1,1,1
7,88,0,0,0,2,0,0,1,1,1,1
7,89,1,1,1,1,1,1,1,1,1,1
7,90,4,4,4,4,4,1,1,1,1,1
7,91,0,0,0,1,3,0,1,1,1,0
7,92,4,4,4,4,4,1,1,1,1,1
7,93,2,2,2,2,2,1,1,1,1,1
7,94,1,1,1,1,1,1,1,1,1,1
7,95,4,4,4,4,0,1,1,1,1,0
7,96,0,0,0,1,3,0,1,1,1,0
7,97,0,0,0,2,4,0,1,1,1,0
7,98,3,3,3,3,3,1,1,1,1,1
7,99,4,4,4,4,0,1,1,1,1,0
7,100,1,1,1,1,1,1,1,1,1,1
7,101,3,3,3,3,3,1,1,1,1,1
7,102,1,1,1,1,3,1,1,1,1,0
7,103,1,1,1,1,1,1,1,1,1,1
7,104,2,2,2,1,2,0,1,1,1,1
7,105,3,3,3,3,3,1,1,1,1,1
7,106,0,0,0,0,0,1,1,1,1,1
7,107,0,0,0,0,2,1,1,1,1,0
7,108,0,0,0,2,4,0,1,1,1,0
7,109,2,2,2,2,2,1,1,1,1,1
7,110,2,4,4,2,3,0,0,0,0,0
7,111,2,2,4,2,2,1,1,0,1,1
7,112,3,3,3,1,2,0,1,1,1,0
7,113,0,0,0,3,0,0,1,1,1,1
7,114,2,3,3,2,2,0,0,0,0,1
7,115,2,2,4,2,2,1,1,0,1,1
7,116,2,2,4,2,2,1,1,0,1,1
7,117,0,0,0,0,0,1,1,1,1,1
7,118,3,3,3,3,3,1,1,1,1,1
7,119,4,2,4,4,4,0,0,1,0,1
7,120,4,4,4,4,4,1,1,1,1,1
7,121,1,0,1,1,1,0,0,1,0,1
7,122,2,2,2,2,2,1,1,1,1,1
7,123,2,4,4,4,4,1,0,0,0,0
7,124,4,4,4,0,0,0,1,1,1,0
7,125,1,1,1,1,1,1,1,1,1,1
7,126,2,2,2,2,2,1,1,1,1,1
7,127,0,0,0,0,3,1,1,1,1,0
7,128,3,3,3,0,3,0,1,1,1,1
7,129,1,1,1,1,2,1,1,1,1,0
7,130,0,0,0,1,3,0,1,1,1,0
7,131,0,0,0,1,1,0,1,1,1,0
7,132,0,0,1,1,3,0,1,0,1,0
7,133,0,0,0,0,0,1,1,1,1,1
7,134,0,0,0,1,0,0,1,1,1,1
7,135,0,0,0,2,3,0,1,1,1,0
7,136,0,0,0,2,4,0,1,1,1,0
7,137,1,1,1,1,1,1,1,1,1,1
7,138,1,0,1,2,1,0,0,1,0,1
7,139,2,2,2,2,2,1,1,1,1,1
7,140,1,1,1,1,3,1,1,1,1,0
7,141,3,2,2,3,2,0,0,0,0,0
7,142,4,4,0,0,0,0,1,0,1,0
7,143,0,4,4,0,0,0,0,0,0,1
7,144,1,0,1,2,1,0,0,1,0,1
7,145,4,4,4,0,4,0,1,1,1,1
7,146,0,0,0,0,0,1,1,1,1,1
7,147,3,3,3,3,3,1,1,1,1,1
7,148,1,1,1,1,1,1,1,1,1,1
7,149,1,1,1,1,1,1,1,1,1,1
7,150,4,2,4,4,4,0,0,1,0,1
7,151,2,2,3,2,2,1,1,0,1,1
7,152,2,2,2,2,2,1,1,1,1,1
7,153,0,0,0,1,0,0,1,1,1,1
7,154,1,4,1,1,4,0,0,1,0,0
7,155,2,2,2,2,2,1,1,1,1,1
7,156,0,0,0,2,0,0,1,1,1,1
7,157,2,2,2,2,2,1,1,1,1,1
7,158,3,3,3,3,3,1,1,1,1,1
7,159,2,1,1,1,1,1,0,0,0,0
7,160,1,1,1,1,1,1,1,1,1,1
7,161,3,3,3,0,3,0,1,1,1,1
7,162,0,0,0,1,0,0,1,1,1,1
7,163,2,3,3,2,3,0,0,0,0,0
7,164,2,2,2,1,2,0,1,1,1,1
7,165,0,0,0,0,0,1,1,1,1,1
7,166,0,0,4,0,0,1,1,0,1,1
7,167,2,1,2,2,2,0,0,1,0,1
7,168,4,2,4,0,0,0,0,1,0,0
7,169,3,3,3,0,3,0,1,1,1,1
7,170,4,2,4,4,0,0,0,1,0,0
7,171,3,3,3,0,3,0,1,1,1,1
7,172,2,2,2,2,2,1,1,1,1,1
7,173,1,4,1,1,4,0,0,1,0,0
7,174,3,3,3,0,4,0,1,1,1,0
7,175,0,0,0,2,0,0,1,1,1,1
7,176,1,1,3,0,3,0,1,0,1,0
7,177,1,1,1,1,1,1,1,1,1,1
7,178,3,3,3,3,3,1,1,1,1,1
7,179,3,3,3,3,3,1,1,1,1,1
7,180,2,2,2,1,2,0,1,1,1,1
7,181,4,4,4,4,0,1,1,1,1,0
7,182,0,0,0,1,0,0,1,1,1,1
7,183,4,4,4,0,0,0,1,1,1,0
7,184,1,1,1,1,3,1,1,1,1,0
7,185,2,2,4,2,2,1,1,0,1,1
7,186,3,3,3,3,3,1,1,1,1,1
7,187,2,2,2,2,2,1,1,1,1,1
7,188,3,3,3,3,3,1,1,1,1,1
7,189,3,2,3,2,2,1,0,1,0,0
7,190,2,2,2,2,2,1,1,1,1,1
7,191,2,2,2,2,2,1,1,1,1,1
7,192,3,2,2,3,3,0,0,0,0,1
7,193,1,1,1,1,1,1,1,1,1,1
7,194,2,1,1,1,1,1,0,0,0,0
7,195,1,1,1,1,1,1,1,1,1,1
7,196,3,3,3,3,3,1,1,1,1,1
7,197,0,0,0,2,2,0,1,1,1,0
7,198,3,3,3,3,3,1,1,1,1,1
7,199,2,3,3,2,3,0,0,0,0,0
8,0,0,0,0,3,0,0,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1
8,2,3,3,3,3,3,1,1,1,1,1
8,3,0,0,0,4,0,0,1,1,1,1
8,4,4,4,4,4,4,1,1,1,1,1
8,5,0,1,0,4,4,0,0,1,0,0
8,6,4,4,4,4,4,1,1,1,1,1
8,7,0,0,0,0,0,1,1,1,1,1
8,8,3,3,3,2,3,0,1,1,1,1
8,9,3,3,3,3,3,1,1,1,1,1
8,10,3,3,3,3,3,1,1,1,1,1
8,11,1,1,1,4,1,0,1,1,1,1
8,12,2,2,2,2,2,1,1,1,1,1
8,13,1,1,0,1,1,1,1,0,1,1
8,14,2,2,2,2,2,1,1,1,1,1
8,15,0,0,0,0,0,1,1,1,1,1
8,16,1,1,1,1,1,1,1,1,1,1
8,17,2,2,3,2,3,1,1,0,1,0
8,18,1,1,1,1,1,1,1,1,1,1
8,19,0,0,0,0,0,1,1,1,1,1
8,20,1,1,1,1,1,1,1,1,1,1
8,21,0,0,0,0,0,1,1,1,1,1
8,22,2,2,2,2,2,1,1,1,1,1
8,23,3,3,3,3,3,1,1,1,1,1
8,24,3,2,2,2,3,1,0,0,0,1
8,25,3,3,3,3,3,1,1,1,1,1
8,26,4,1,2,4,3,0,0,0,0,0
8,27,0,0,0,0,0,1,1,1,1,1
8,28,0,0,0,0,0,1,1,1,1,1
8,29,1,1,3,1,1,1,1,0,1,1
8,30,1,1,1,1,1,1,1,1,1,1
8,31,3,0,0,4,3,0,0,0,0,1
8,32,3,3,3,3,3,1,1,1,1,1
8,33,1,1,1,1,1,1,1,1,1,1
8,34,3,3,3,3,3,1,1,1,1,1
8,35,3,2,2,2,2,1,0,0,0,0
8,36,2,2,2,2,2,1,1,1,1,1
8,37,4,4,4,4,4,1,1,1,1,1
8,38,2,2,2,2,2,1,1,1,1,1
8,39,2,2,2,2,2,1,1,1,1,1
8,40,0,1,0,4,4,0,0,1,0,0
8,41,4,1,1,4,3,0,0,0,0,0
8,42,0,4,0,0,0,0,0,1,0,1
8,43,1,1,1,4,1,0,1,1,1,1
8,44,3,3,3,3,3,1,1,1,1,1
8,45,1,1,1,1,1,1,1,1,1,1
8,46,3,3,3,3,3,1,1,1,1,1
8,47,3,3,3,3,3,1,1,1,1,1
8,48,0,4,0,0,4,0,0,1,0,0
8,49,4,4,0,4,4,1,1,0,1,1
8,50,0,0,0,0,0,1,1,1,1,1
8,51,1,1,2,2,1,0,1,0,1,1
8,52,4,1,4,4,4,0,0,1,0,1
8,53,1,1,1,1,1,1,1,1,1,1
8,54,2,2,2,2,2,1,1,1,1,1
8,55,4,4,4,4,4,1,1,1,1,1
8,56,0,0,0,4,4,0,1,1,1,0
8,57,4,1,0,4,1,0,0,0,0,0
8,58,4,1,4,4,4,0,0,1,0,1
8,59,3,3,3,3,3,1,1,1,1,1
8,60,1,1,1,1,1,1,1,1,1,1
8,61,1,1,1,1,1,1,1,1,1,1
8,62,2,2,2,2,2,1,1,1,1,1
8,63,3,3,3,3,3,1,1,1,1,1
8,64,4,2,2,2,2,1,0,0,0,0
8,65,3,3,3,3,3,1,1,1,1,1
8,66,4,1,1,4,1,0,0,0,0,0
8,67,1,1,1,1,1,1,1,1,1,1
8,68,0,4,0,0,4,0,0,1,0,0
8,69,1,1,1,1,1,1,1,1,1,1
8,70,2,2,2,2,2,1,1,1,1,1
8,71,3,3,3,3,3,1,1,1,1,1
8,72,1,1,1,2,1,0,1,1,1,1
8,73,3,3,3,3,3,1,1,1,1,1
8,74,4,4,4,4,4,1,1,1,1,1
8,75,2,2,2,2,2,1,1,1,1,1
8,76,2,2,3,2,3,1,1,0,1,0
8,77,1,1,1,1,1,1,1,1,1,1
8,78,1,2,2,2,2,1,0,0,0,0
8,79,0,0,0,0,0,1,1,1,1,1
8,80,2,2,2,2,2,1,1,1,1,1
8,81,3,3,3,3,3,1,1,1,1,1
8,82,3,3,3,3,3,1,1,1,1,1
8,83,3,3,3,3,3,1,1,1,1,1
8,84,4,4,4,4,4,1,1,1,1,1
8,85,3,3,3,3,3,1,1,1,1,1
8,86,1,1,1,4,1,0,1,1,1,1
8,87,0,4,0,0,0,0,0,1,0,1
8,88,2,2,2,2,2,1,1,1,1,1
8,89,0,0,0,0,0,1,1,1,1,1
8,90,2,2,2,2,2,1,1,1,1,1
8,91,3,3,3,3,3,1,1,1,1,1
8,92,4,1,1,4,1,0,0,0,0,0
8,93,4,1,0,4,1,0,0,0,0,0
8,94,0,1,0,4,1,0,0,1,0,0
8,95,4,1,1,4,1,0,0,0,0,0
8,96,3,3,3,3,3,1,1,1,1,1
8,97,4,1,4,4,4,0,0,1,0,1
8,98,0,1,0,1,1,1,0,1,0,0
8,99,4,4,0,4,0,1,1,0,1,0
8,100,4,1,1,4,1,0,0,0,0,0
8,101,2,2,2,2,2,1,1,1,1,1
8,102,3,3,3,3,3,1,1,1,1,1
8,103,2,2,2,2,2,1,1,1,1,1
8,104,3,2,4,3,2,0,0,0,0,0
8,105,3,3,3,3,3,1,1,1,1,1
8,106,2,2,4,2,2,1,1,0,1,1
8,107,3,0,0,3,3,0,0,0,0,1
8,108,4,1,4,4,1,0,0,1,0,0
8,109,1,1,1,1,1,1,1,1,1,1
8,110,1,1,0,1,1,1,1,0,1,1
8,111,1,1,1,4,1,0,1,1,1,1
8,112,3,3,3,3,3,1,1,1,1,1
8,113,3,2,4,0,4,0,0,0,0,0
8,114,1,1,1,1,1,1,1,1,1,1
8,115,3,3,3,3,3,1,1,1,1,1
8,116,4,1,1,4,1,0,0,0,0,0
8,117,0,2,0,0,0,0,0,1,0,1
8,118,0,0,0,0,0,1,1,1,1,1
8,119,3,3,3,3,3,1,1,1,1,1
8,120,2,2,2,2,2,1,1,1,1,1
8,121,2,2,2,2,2,1,1,1,1,1
8,122,3,2,4,3,2,0,0,0,0,0
8,123,3,2,2,3,2,0,0,0,0,0
8,124,3,3,3,3,3,1,1,1,1,1
8,125,1,3,0,1,3,0,0,0,0,0
8,126,3,3,3,3,3,1,1,1,1,1
8,127,3,3,3,3,3,1,1,1,1,1
8,128,4,4,4,4,4,1,1,1,1,1
8,129,4,0,0,4,0,0,0,0,0,0
8,130,2,2,3,2,3,1,1,0,1,0
8,131,0,0,0,0,0,1,1,1,1,1
8,132,0,4,4,4,4,1,0,0,0,0
8,133,0,1,0,0,1,0,0,1,0,0
8,134,4,4,4,0,4,0,1,1,1,1
8,135,4,1,1,4,1,0,0,0,0,0
8,136,2,2,2,2,2,1,1,1,1,1
